Iteration,T-Red Collected,T- Green Collected,T- Yellow Collected,T- Blue Collected,Cur. Lrn Req.,Cur. Teach Resp.,Cur. RandomWalk States,Cur. Target Carry States,Cum. Lrn. Req.,Cum. Teach. Resp.,Direct Learn Cum,Buf Learn Cum.,Cum. Pass Learn,Cum Targets Carried,Cur. Known St. Red,Cur. Known St. Green,Cur. Known St. Yellow,Cur. Known St. Blue,Cur. 0 Cond. Known,Cur. 1 Cond. Known,Cur. 2 Cond. Known,Cur. 3 Cond. Known,Cur. 4 Cond. Known

100,0,0,0,0,4,4,40,2,4,4,4,0,0,0,26,26,25,27,21,4,0,0,25,
200,0,0,0,0,8,7,31,4,8,7,7,0,0,0,26,27,25,29,18,7,0,0,25,

300,0,0,0,0,11,7,26,6,11,7,7,0,0,0,26,27,25,29,18,7,0,0,25,
400,0,0,0,0,13,9,18,10,13,9,9,0,0,0,27,27,26,29,16,9,0,0,25,

500,0,0,0,0,15,9,16,10,15,9,9,0,0,0,27,27,26,29,16,9,0,0,25,

600,0,0,0,0,13,6,19,12,17,10,10,0,0,0,27,28,26,29,15,10,0,0,25,
700,0,1,0,0,10,3,22,13,18,10,10,0,0,1,27,28,26,29,15,10,0,0,25,

800,1,1,0,0,8,4,23,13,19,11,11,0,0,2,27,28,26,30,14,11,0,0,25,
900,1,1,0,0,7,2,26,13,20,11,11,0,0,2,27,28,26,30,14,11,0,0,25,

1000,1,2,0,1,6,2,27,12,21,11,11,0,0,4,27,28,26,30,14,11,0,0,25,
1100,1,2,0,1,5,3,25,14,22,13,13,0,0,4,27,29,26,31,12,13,0,0,25,

1200,1,3,1,1,6,4,23,14,24,14,14,0,0,5,28,29,26,31,11,14,0,0,25,

1300,1,3,2,2,5,3,26,11,24,14,14,0,0,8,28,29,26,31,11,14,0,0,25,
1400,2,3,2,2,5,4,25,10,25,15,15,0,0,9,28,30,26,31,10,15,0,0,25,

1500,2,3,2,2,5,5,24,11,26,16,16,0,0,9,28,31,26,31,10,14,1,0,25,
1600,2,3,2,2,4,3,26,12,26,16,16,0,0,9,28,31,26,31,10,14,1,0,25,

1700,2,3,2,4,2,2,27,14,26,16,16,0,0,10,28,31,26,31,10,14,1,0,25,
1800,2,3,3,4,2,2,30,12,26,16,16,0,0,12,28,31,26,31,10,14,1,0,25,

1900,2,4,3,4,2,1,30,13,27,16,16,0,0,13,28,31,26,31,10,14,1,0,25,

2000,3,4,4,4,1,1,30,13,27,17,17,0,0,14,28,31,26,32,9,15,1,0,25,
2100,4,4,4,5,3,1,27,11,29,17,17,0,0,17,28,31,26,32,9,15,1,0,25,

2200,4,4,4,5,5,2,22,14,31,18,18,0,0,17,28,32,26,32,9,14,2,0,25,
2300,4,5,4,5,5,2,24,13,31,18,18,0,0,18,28,32,26,32,9,14,2,0,25,

2400,4,5,4,5,6,2,23,14,33,18,18,0,0,18,28,32,26,32,9,14,2,0,25,
2500,5,6,4,6,6,1,25,11,33,18,18,0,0,21,28,32,26,32,9,14,2,0,25,

2600,5,6,5,7,5,1,29,9,34,18,18,0,0,23,28,32,26,32,9,14,2,0,25,
2700,5,6,6,8,4,1,30,7,34,18,18,0,0,25,28,32,26,32,9,14,2,0,25,

2800,7,6,6,8,4,0,31,6,35,18,18,0,0,27,28,32,26,32,9,14,2,0,25,
2900,7,6,6,8,4,1,29,7,37,19,19,0,0,27,28,32,26,33,9,13,3,0,25,

3000,7,7,6,8,5,1,30,7,38,19,19,0,0,28,28,32,26,33,9,13,3,0,25,
3100,7,7,7,8,4,1,33,7,38,19,19,0,0,28,28,32,26,33,9,13,3,0,25,

3200,7,8,7,8,5,3,31,7,39,21,21,0,0,29,28,32,28,33,9,11,5,0,25,

3300,7,8,7,8,5,3,32,8,40,21,21,0,0,29,28,32,28,33,9,11,5,0,25,
3400,7,8,7,8,3,2,34,9,40,21,21,0,0,29,28,32,28,33,9,11,5,0,25,

3500,7,8,7,8,3,2,35,8,41,21,21,0,0,30,28,32,28,33,9,11,5,0,25,
3600,7,8,7,9,3,2,34,8,41,21,21,0,0,31,28,32,28,33,9,11,5,0,25,

3700,8,8,7,9,3,0,35,9,42,21,21,0,0,32,28,32,28,33,9,11,5,0,25,
3800,8,9,7,9,2,0,36,8,42,21,21,0,0,33,28,32,28,33,9,11,5,0,25,

3900,8,10,8,11,3,0,35,4,43,21,21,0,0,37,28,32,28,33,9,11,5,0,25,

4000,8,10,8,11,3,1,34,5,44,22,22,0,0,37,28,32,29,33,8,12,5,0,25,
4100,8,10,8,11,3,2,33,6,44,23,23,0,0,37,29,32,29,33,7,13,5,0,25,

4200,8,10,9,11,4,3,30,7,46,24,24,0,0,38,29,33,29,33,7,12,6,0,25,

4300,8,10,9,12,5,4,28,8,47,25,25,0,0,38,29,33,30,33,7,11,7,0,25,
4400,8,10,10,12,4,5,30,7,47,26,26,0,0,40,30,33,30,33,6,12,7,0,25,

4500,8,10,10,12,4,4,31,8,48,26,26,0,0,40,30,33,30,33,6,12,7,0,25,
4600,8,10,10,12,4,3,29,11,48,26,26,0,0,40,30,33,30,33,6,12,7,0,25,

4700,8,10,10,13,3,2,30,12,49,26,26,0,0,41,30,33,30,33,6,12,7,0,25,
4800,8,10,10,13,3,1,28,14,50,26,26,0,0,41,30,33,30,33,6,12,7,0,25,

4900,9,11,10,13,3,0,32,12,50,26,26,0,0,43,30,33,30,33,6,12,7,0,25,
